Id,target
0,114.58368923196417
1,118.01281465828446
2,-21.73985232924222
3,-43.93689854140078
4,-95.91489844208452
5,-44.50742395660588
6,-75.56652596221436
7,23.820835485669768
8,173.8352837856347
9,172.84928956956801
10,-105.40231168859384
11,-20.802023432031483
12,-3.913237772432474
13,122.9991862529041
14,40.30788420755601
15,45.712849511051125
16,-189.62849092386864
17,22.612545403086962
18,11.641047312746318
19,136.34214311963245
20,64.91625523223449
21,-61.9884884372062
22,-108.19467902060558
23,-7.412127467739333
24,-58.523952754084995
25,11.888977748249207
26,29.237640028738483
27,107.68757889279823
28,24.146856340743113
29,-26.105012033562943
30,110.96807606148207
31,-44.87970964144729
32,216.79993906474405
33,-13.86060516447307
34,-228.6031823797898
35,154.8960211636877
36,-2.2258338959471455
37,12.723034426200938
38,-308.30787668818914
39,77.11075832295684
40,-81.20791770025579
41,-206.6329249415896
42,-238.7628813624672
43,134.75736517848893
44,-73.75147767846403
45,105.46370235126916
46,-3.5907492674868937
47,20.60438394898587
48,-98.01873539455187
49,-27.516904913914004
50,10.815900096826697
51,-174.46353402433968
52,65.15575177878478
53,-97.80638440529802
54,-106.15185533453402
55,-155.94217761954357
56,62.53610320097093
57,108.62899099849837
58,-74.61034223538353
59,41.73963795691358
60,41.22429832181843
61,-50.80430071206362
62,164.88726191987774
63,43.563598502041444
64,56.937140135793406
65,24.12113337732911
66,81.6773838470438
67,-1.8030431606794632
68,-3.097350106263317
69,1.8097727174262968
70,-23.9397287747542
71,161.87471956732213
72,-41.01298990145708
73,21.556070118957713
74,-66.43054418432271
75,-69.27101456042512
76,36.99861689933677
77,-160.49035403214413
78,-1.7615267251173243
79,151.3093187152225
80,-38.02183272062315
81,-120.32068780479328
82,-194.43634494072944
83,36.449385178327525
84,146.42571691392973
85,271.4297347985359
86,-256.99880377485675
87,-88.55126830185829
88,76.2607755514938
89,-89.94264526450462
90,-49.40992379600861
91,125.58830312630627
92,-163.89114721471068
93,-116.82334106645376
94,48.71044037602082
95,98.16840611103885
96,-215.58145914478362
97,-121.28895121161896
98,-172.34681947133976
99,-51.25941300949141
100,127.99197505624623
101,-83.89470035874893
102,-3.9335570971337557
103,-1.4581936199406602
104,0.06871571594644177
105,80.72632791162454
106,44.50955254729284
107,92.4525606044427
108,-30.29370781486331
109,-84.14094619700887
110,38.60565838291083
111,18.28506520111077
112,117.40185943207275
113,7.7087324128466275
114,73.56676994020954
115,32.72506591759866
116,-142.40392050618092
117,7.212776689087244
118,21.01402887701913
119,-22.788903240969063
120,-21.198154966380883
121,-255.77120655739137
122,267.4372801635849
123,155.0391952330516
124,14.34173169856672
125,83.51245153810977
126,-12.144223212077707
127,-153.09732352321768
128,112.39359521511246
129,-32.04590346184535
130,-216.0247625068173
131,121.05769684529763
132,-29.89309110707198
133,-86.83480659957445
134,170.7244684104901
135,39.192286115839316
136,-19.330002614243142
137,61.76416566735186
138,46.08121465670196
139,-175.02947140957866
140,130.155609042143
141,-72.80718874747616
142,212.09039841555474
143,135.3462453429575
144,0.23009743393060145
145,-153.8446670910039
146,-14.870958613416414
147,133.66008056399806
148,35.96280271412459
149,57.70458539241949
150,-4.365521598624891
151,-43.111045776891004
152,17.72174054785937
153,-69.70519885110045
154,28.546370372091744
155,141.99407184069656
156,346.8237987614584
157,216.92417872158265
158,27.816276675606723
159,-37.73906244842058
160,-171.39727516744145
161,12.896167750752424
162,298.6077276937148
163,75.6384284907252
164,-22.109099154073967
165,155.67841829241618
166,-155.6948694659201
167,141.4080034289092
168,171.07995229796825
169,-46.949085249327595
170,65.57778404488877
171,97.25339204770751
172,94.92676030706339
173,31.871503360461183
174,174.33705171081203
175,-151.15510797877695
176,-94.33428461261708
177,-169.7771107843108
178,-18.296914273414295
179,-107.27779584838312
180,-14.126610767108092
181,-58.81201722181763
182,-75.0832380330964
183,67.35872706795092
184,-68.97034784639779
185,88.83186310180761
186,-57.094834195853466
187,-109.74125494966408
188,-77.7833543843155
189,185.62930418259805
190,-41.428220601842014
191,219.63552219921903
192,-56.61728468743238
193,-83.62225254718636
194,47.32380047296636
195,0.6260765305715328
196,71.38215107677898
197,-60.66399027720074
198,209.65912712436716
199,-138.63705486246607
200,-96.8478030311562
201,-115.58397845313112
202,24.965410204679998
203,54.29524001644966
204,150.50276161186414
205,46.898322372589625
206,91.9854966109998
207,173.0131014007228
208,-270.55320916052966
209,-173.85739657282733
210,-105.3041771365384
211,-82.51422643184922
212,29.080247287156347
213,-50.33218047641937
214,78.09701595722385
215,-20.19791512911162
216,-52.21632039310664
217,-28.63077394227767
218,65.65605731658425
219,91.73073270650686
220,-82.66754806101538
221,-148.46092629158053
222,48.677709222602594
223,238.56764550988837
224,-48.699899622742336
225,15.763132095255665
226,-61.98996903059255
227,13.148570655078226
228,10.028951249511792
229,39.96460839608987
230,115.95861509753068
231,18.666950327689165
232,-107.32994216796992
233,46.76955937177431
234,100.03995867680683
235,-88.7533937968216
236,-174.6942182503223
237,169.47814731156177
238,109.3527992553949
239,62.089916114317845
240,-8.543978341299717
241,-24.85644414258917
242,-47.716639375768374
243,-171.011355290394
244,-65.00088432230486
245,-27.748180401110346
246,-171.40259770776575
247,-28.209327573944904
248,34.31881750002919
249,-121.61078346099157
250,17.426437413479547
251,-0.7730819294570122
252,-254.18230795167048
253,-253.52925299367328
254,-165.87876613113298
255,46.71110406043263
256,131.6120223378473
257,70.7816399719364
258,119.87591370926992
259,93.84301017318113
260,22.12880031902916
261,-306.14503157274726
262,187.13467467956295
263,-130.08693308012968
264,-43.901744215091426
265,-84.82944298420148
266,-87.51397384644794
267,137.0642064303849
268,162.6631144500127
269,-40.43067811497463
270,-142.31569314238448
271,113.29541408735768
272,-19.8162283252557
273,88.16638690701173
274,105.99271814522702
275,25.300007380551847
276,-50.88375209065859
277,-26.952481739987967
278,30.109285066201025
279,73.89388490450841
280,28.360816626002617
281,-128.416330341939
282,-15.27763010408759
283,-11.037443670300446
284,-126.79478496692919
285,162.12011239990326
286,-10.083883345443267
287,-133.3363164863451
288,206.45069468397614
289,48.837644989155834
290,93.2013696204357
291,31.390590106331445
292,207.0382286959132
293,-38.997019528444646
294,-30.72894103510479
295,-40.1751697685732
296,52.359810759861865
297,-62.40405628036109
298,93.63823243136449
299,-84.29149854256906
300,-95.53138433183015
301,-24.380495842658284
302,-89.80792790032105
303,-23.17490106991253
304,59.664838271556434
305,-32.431378197741026
306,-74.09462201932197
307,-179.7324408949989
308,-163.68503803818092
309,41.18835197221274
310,80.27849216460018
311,301.5778041102184
312,128.5543274153516
313,130.83298847430214
314,52.514925395098224
315,-21.287399674540026
316,183.2675715306582
317,-58.87578622342256
318,129.46959721942383
319,152.65548657818098
320,-33.32236943860786
321,-202.13856847372983
322,-98.86067937466747
323,4.343121916899614
324,-44.80443731743591
325,-37.819628763616834
326,157.8237135650092
327,134.0146268774037
328,25.024555645190816
329,-88.43906018041163
330,187.24637935103812
331,-65.45362330762067
332,65.54023438586756
333,80.3561819353575
334,98.80573011823464
335,-105.25456648520719
336,114.4042319511437
337,-34.919913638013
338,88.60946315190682
339,-83.3695266316671
340,-202.2311137088117
341,158.22147833617706
342,-93.14817913445184
343,65.98163868296209
344,125.51306839360116
345,30.70735549900097
346,-175.2210346964475
347,-33.704975754941614
348,-47.95944908444721
349,-117.02601536995205
350,12.26816567929386
351,-88.14171507743484
352,-38.98401064752147
353,-163.41469582623324
354,-218.46565183758523
355,5.513056332182798
356,-205.94783949227806
357,185.72106530535584
358,-9.250012041072006
359,18.072027055071075
360,32.79779595765043
361,241.09242326438667
362,-27.385296548805513
363,134.03235586305013
364,57.39687945486885
365,10.5388596024129
366,-86.50825986153619
367,-9.656747138074204
368,223.43052611649782
369,-14.705534122346014
370,-137.92170182076515
371,-50.51477163396238
372,-93.67937978650801
373,8.816281629019965
374,-14.604026884372457
375,-62.85199667374508
376,-16.46555430877366
377,-172.96263958137422
378,-122.79177467687792
379,45.27389824413547
380,-37.309931364799965
381,-157.43849414589292
382,87.49838575444119
383,-0.32072642360669157
384,133.25784249173944
385,-47.1722087975955
386,2.574661160173667
387,174.22751937911266
388,170.9300810168626
389,46.43335748404235
390,-26.720651010205216
391,59.63225225555174
392,111.65911278343594
393,-36.50276679290937
394,-69.13905266948355
395,-81.98900042555728
396,-186.0325349296008
397,125.29233589446454
398,65.3698406847761
399,57.05969069443582
